1403638524277829376,-0.00336,-0.04952,0.13703,-0.02470,0.83975,0.05377,0.53974,
1403638524377829632,0.00138,-0.04849,0.19153,-0.03441,0.83691,0.05242,0.54373,
1403638524477829376,0.00836,-0.04718,0.25146,-0.04171,0.83024,0.05080,0.55352,
1403638524577829632,0.01664,-0.04513,0.31131,-0.04517,0.82131,0.04956,0.56652,
1403638524677829632,0.02554,-0.04179,0.36525,-0.04134,0.81478,0.04413,0.57661,
1403638524777829376,0.03922,-0.04806,0.41144,-0.02889,0.81091,0.03919,0.58315,
1403638525077829632,0.04891,-0.03811,0.42658,-0.03028,0.80488,0.04271,0.59112,
1403638525377829632,0.04951,-0.03673,0.29498,-0.03190,0.81461,0.05798,0.57623,
1403638525477829376,0.04484,-0.03702,0.24255,-0.04061,0.82667,0.06008,0.55799,
1403638525577829632,0.04108,-0.03929,0.19544,-0.04704,0.83558,0.05980,0.54408,
1403638525677829632,0.03877,-0.04211,0.15492,-0.04834,0.83840,0.05709,0.53989,
1403638525777829376,0.03820,-0.04578,0.12363,-0.04610,0.83677,0.05156,0.54316,
1403638525877829632,0.03569,-0.04761,0.10095,-0.03944,0.83302,0.04735,0.54980,
1403638525977829376,0.03230,-0.05708,0.09011,-0.03141,0.83155,0.04640,0.55261,
1403638526077829632,0.03006,-0.07697,0.09052,-0.02719,0.83313,0.04442,0.55062,
1403638526177829632,0.02799,-0.10717,0.09735,-0.02558,0.83553,0.03551,0.54770,
1403638526277829376,0.02440,-0.14437,0.11021,-0.02233,0.83463,0.02656,0.54971,
1403638526377829632,0.01875,-0.18658,0.12420,-0.02020,0.83051,0.01797,0.55635,
1403638526477829376,0.01116,-0.23329,0.13627,-0.01909,0.82548,0.00696,0.56407,
1403638526577829632,0.00227,-0.28692,0.14493,-0.01795,0.82019,-0.00406,0.57180,
1403638526677829632,-0.00851,-0.34763,0.15138,-0.01368,0.81504,-0.01251,0.57910,
1403638526777829376,-0.02275,-0.41357,0.15630,-0.00516,0.81196,-0.01816,0.58341,
1403638526877829632,-0.03884,-0.47953,0.15967,0.00314,0.81123,-0.02163,0.58432,
1403638526977829376,-0.05498,-0.54274,0.16204,0.00778,0.81436,-0.02819,0.57962,
1403638527077829632,-0.06902,-0.60230,0.16510,0.01575,0.81897,-0.04145,0.57213,
1403638527177829632,-0.08040,-0.65521,0.17020,0.02383,0.82082,-0.05681,0.56786,
1403638527277829376,-0.08720,-0.69706,0.17678,0.03558,0.81795,-0.07080,0.56980,
1403638527377829632,-0.08889,-0.72159,0.18307,0.05126,0.81288,-0.07982,0.57466,
1403638527477829376,-0.08620,-0.72571,0.18716,0.06180,0.80930,-0.08442,0.57800,
1403638527777829376,-0.05395,-0.62567,0.18887,0.05802,0.81082,-0.07496,0.57757,
1403638527877829632,-0.03609,-0.56905,0.19084,0.04399,0.81421,-0.06999,0.57466,
1403638527977829376,-0.01757,-0.50989,0.19478,0.03337,0.81535,-0.06474,0.57437,
1403638528077829632,0.00104,-0.45083,0.19686,0.02589,0.81437,-0.05688,0.57698,
1403638528177829632,0.01871,-0.39370,0.19494,0.01564,0.81494,-0.04764,0.57737,
1403638528277829376,0.04213,-0.34381,0.19060,0.00264,0.81654,-0.03669,0.57612,
1403638528377829632,0.07314,-0.30585,0.18553,-0.00511,0.81633,-0.02822,0.57687,
1403638528777829376,0.20994,-0.22987,0.18181,0.00098,0.81879,-0.04165,0.57257,
1403638529177829632,0.18322,-0.18505,0.22808,0.00925,0.82010,-0.05073,0.56990,
1403638529277829376,0.14937,-0.16217,0.22579,0.02128,0.82207,-0.04495,0.56721,
1403638529377829632,0.11302,-0.14297,0.21448,0.02560,0.82738,-0.04069,0.55958,
1403638529477829376,0.08123,-0.12724,0.19391,0.02442,0.83746,-0.03821,0.54461,
1403638529577829632,0.05314,-0.12264,0.16911,0.02196,0.84760,-0.03507,0.52903,
1403638529677829632,0.03611,-0.11666,0.14374,0.02332,0.85146,-0.03209,0.52292,
1403638529777829376,0.02781,-0.10974,0.11939,0.02262,0.84789,-0.03148,0.52875,
1403638529877829632,0.01992,-0.10138,0.09843,0.02145,0.84144,-0.03280,0.53892,
1403638529977829376,0.01630,-0.09528,0.08076,0.02131,0.83870,-0.03319,0.54316,
1403638530177829632,0.03794,-0.09400,0.05853,0.02357,0.84177,-0.03847,0.53795,
1403638530277829376,0.05343,-0.09623,0.04817,0.02596,0.84132,-0.04463,0.53807,
1403638530377829632,0.06720,-0.10020,0.03805,0.02868,0.84064,-0.04994,0.53852,
1403638530477829376,0.07955,-0.10447,0.03021,0.02915,0.84034,-0.05392,0.53858,
1403638530577829632,0.08744,-0.10945,0.02477,0.02866,0.84025,-0.05733,0.53839,
1403638530677829632,0.09204,-0.11353,0.01967,0.03005,0.84318,-0.05962,0.53346,
1403638530777829376,0.09537,-0.11641,0.01399,0.03036,0.84655,-0.06128,0.52790,
1403638530977829376,0.09936,-0.11884,0.00615,0.02776,0.84487,-0.06107,0.53076,
1403638531177829632,0.09994,-0.11750,0.00477,0.02964,0.83924,-0.05789,0.53986,
1403638538877829632,0.10174,-0.11631,0.00373,0.03308,0.83415,-0.05628,0.54766,
1403638538977829376,0.10565,-0.11686,0.00594,0.03387,0.82935,-0.05563,0.55491,
1403638539077829632,0.11022,-0.11750,0.00925,0.03542,0.82374,-0.05719,0.56296,
1403638539177829632,0.11767,-0.11786,0.01736,0.03475,0.81844,-0.05772,0.57063,
1403638539277829376,0.12621,-0.11820,0.03339,0.03461,0.81474,-0.05705,0.57598,
1403638539377829632,0.13448,-0.11859,0.05687,0.03424,0.81567,-0.05656,0.57473,
1403638539477829376,0.14307,-0.11964,0.08756,0.03385,0.81773,-0.05552,0.57191,
1403638539877829632,0.18021,-0.12130,0.17674,0.03149,0.82309,-0.05143,0.56470,
1403638540077829632,0.21257,-0.12227,0.19293,0.02955,0.83360,-0.05096,0.54921,
1403638540377829632,0.31064,-0.12737,0.21594,0.03034,0.82742,-0.04734,0.55876,
1403638540477829376,0.35335,-0.12900,0.23025,0.02713,0.82518,-0.04135,0.56270,
